Manholes 234
    id        x        y          z  outlet   wwtp
 295.0    250.0   7250.0   1.385200     0.0  371.0
 296.0    750.0   7250.0   2.205305     0.0  371.0
 297.0   1250.0   7250.0   2.920956     0.0  371.0
 298.0   1750.0   7250.0   3.318729     0.0  371.0
 299.0   2250.0   7250.0   3.174654     0.0  371.0
 300.0   2750.0   7250.0   3.495065     0.0  371.0
 301.0   3250.0   7250.0   2.826271     0.0  371.0
 302.0   3750.0   7250.0   2.011014     0.0  371.0
 303.0   4250.0   7250.0   2.125174     0.0  371.0
 304.0   4750.0   7250.0   2.038123     0.0  371.0
 305.0   5250.0   7250.0   2.316598     0.0  371.0
 306.0   5750.0   7250.0   2.454207     0.0  371.0
 307.0   6250.0   7250.0   4.491309     0.0  371.0
 308.0   6750.0   7250.0  19.736200     0.0  371.0
 309.0   7250.0   7250.0   9.352164     0.0  371.0
 310.0   7750.0   7250.0   4.945923     0.0  371.0
 318.0   1250.0   7750.0   1.799536     0.0  371.0
 319.0   1750.0   7750.0   2.095449     0.0  371.0
 320.0   2250.0   7750.0   2.032116     0.0  371.0
 321.0   2750.0   7750.0   2.053722     0.0  371.0
 322.0   3250.0   7750.0   2.073447     0.0  371.0
 323.0   3750.0   7750.0   2.000000     0.0  371.0
 324.0   4250.0   7750.0   2.172073     0.0  371.0
 325.0   4750.0   7750.0   3.752095     0.0  371.0
 326.0   5250.0   7750.0   3.102814     0.0  371.0
 327.0   5750.0   7750.0   2.303378     0.0  371.0
 328.0   6250.0   7750.0   4.546804     0.0  371.0
 329.0   6750.0   7750.0   6.572968     0.0  371.0
 343.0   3250.0   8250.0   2.000000     0.0  371.0
 344.0   3750.0   8250.0   2.000000     0.0  371.0
 345.0   4250.0   8250.0   3.288526     0.0  371.0
 346.0   4750.0   8250.0   8.864131     0.0  371.0
 347.0   5250.0   8250.0  15.434931     0.0  371.0
 348.0   5750.0   8250.0   8.469135     0.0  371.0
 349.0   6250.0   8250.0  10.288105     0.0  371.0
 350.0   6750.0   8250.0   8.244127     0.0  371.0
 351.0   7250.0   8250.0  12.299018     0.0  371.0
 352.0   7750.0   8250.0  22.572045     0.0  371.0
 353.0   8250.0   8250.0  22.642355     0.0  371.0
 364.0   3250.0   8750.0   2.276434     0.0  371.0
 365.0   3750.0   8750.0   2.869327     0.0  371.0
 366.0   4250.0   8750.0   6.794214     0.0  371.0
 367.0   4750.0   8750.0  18.699410     0.0  371.0
 368.0   5250.0   8750.0  24.613387     0.0  371.0
 369.0   5750.0   8750.0  14.493202     0.0  371.0
 370.0   6250.0   8750.0  21.863214     0.0  371.0
 371.0   6750.0   8750.0  30.238576     0.0  371.0
 372.0   7250.0   8750.0  23.665623     0.0  371.0
 373.0   7750.0   8750.0  26.952143     0.0  371.0
 374.0   8250.0   8750.0  18.538216     0.0  371.0
 380.0    750.0   9250.0   1.407847     0.0  371.0
 381.0   1250.0   9250.0   2.852349     0.0  371.0
 382.0   1750.0   9250.0   2.840978     0.0  371.0
 383.0   2250.0   9250.0   3.164372     0.0  371.0
 384.0   2750.0   9250.0   2.840762     0.0  371.0
 385.0   3250.0   9250.0   2.213881     0.0  371.0
 386.0   3750.0   9250.0   5.670073     0.0  371.0
 387.0   4250.0   9250.0  18.583085     0.0  371.0
 388.0   4750.0   9250.0  27.131255     0.0  371.0
 389.0   5250.0   9250.0  24.427203     0.0  371.0
 390.0   5750.0   9250.0  23.544134     0.0  371.0
 391.0   6250.0   9250.0  30.587011     0.0  371.0
 392.0   6750.0   9250.0  41.106652     0.0  371.0
 393.0   7250.0   9250.0  36.072039     0.0  371.0
 394.0   7750.0   9250.0  21.928654     0.0  371.0
 395.0   8250.0   9250.0  18.179774     0.0  371.0
 401.0    750.0   9750.0   1.054929     0.0  371.0
 402.0   1250.0   9750.0   2.575744     0.0  371.0
 403.0   1750.0   9750.0   3.133776     0.0  371.0
 404.0   2250.0   9750.0   2.678919     0.0  371.0
 405.0   2750.0   9750.0   3.988868     0.0  371.0
 406.0   3250.0   9750.0   3.285935     0.0  371.0
 407.0   3750.0   9750.0   5.708804     0.0  371.0
 408.0   4250.0   9750.0  23.238196     0.0  371.0
 409.0   4750.0   9750.0  28.613588     0.0  371.0
 410.0   5250.0   9750.0  29.515025     0.0  371.0
 411.0   5750.0   9750.0  31.884755     0.0  371.0
 412.0   6250.0   9750.0  41.343886     0.0  371.0
 413.0   6750.0   9750.0  38.841805     0.0  371.0
 423.0   1250.0  10250.0   1.015277     0.0  371.0
 424.0   1750.0  10250.0   2.010185     0.0  371.0
 425.0   2250.0  10250.0   3.683099     0.0  371.0
 426.0   2750.0  10250.0  13.504673     0.0  371.0
 427.0   3250.0  10250.0   4.390622     0.0  371.0
 428.0   3750.0  10250.0   4.170325     0.0  371.0
 429.0   4250.0  10250.0  12.375203     0.0  371.0
 430.0   4750.0  10250.0  21.658469     0.0  371.0
 431.0   5250.0  10250.0  34.189693     0.0  371.0
 432.0   5750.0  10250.0  40.429529     0.0  371.0
 433.0   6250.0  10250.0  39.369656     0.0  371.0
 434.0   6750.0  10250.0  28.293133     0.0  371.0
 442.0    250.0  10750.0   1.031698     0.0  371.0
 443.0    750.0  10750.0   1.291956     0.0  371.0
 444.0   1250.0  10750.0   1.558892     0.0  371.0
 445.0   1750.0  10750.0   1.990139     0.0  371.0
 446.0   2250.0  10750.0  13.058301     0.0  371.0
 447.0   2750.0  10750.0  17.726353     0.0  371.0
 448.0   3250.0  10750.0   4.928421     0.0  371.0
 449.0   3750.0  10750.0   8.903428     0.0  371.0
 450.0   4250.0  10750.0  22.856555     0.0  371.0
 451.0   4750.0  10750.0  31.634544     0.0  371.0
 452.0   5250.0  10750.0  39.111418     0.0  371.0
 453.0   5750.0  10750.0  46.217566     0.0  371.0
 454.0   6250.0  10750.0  37.119629     0.0  371.0
 455.0   6750.0  10750.0  26.107956     0.0  371.0
 463.0    250.0  11250.0   8.774343     0.0  371.0
 464.0    750.0  11250.0   7.983514     0.0  371.0
 467.0   2250.0  11250.0  11.736896     0.0  371.0
 470.0   3750.0  11250.0   9.841971     0.0  371.0
 471.0   4250.0  11250.0  26.578331     0.0  371.0
 473.0   5250.0  11250.0  43.747522     0.0  371.0
 491.0   3750.0  11750.0   9.319017     0.0  371.0
 494.0   5250.0  11750.0  47.125361     0.0  371.0
 511.0   3250.0  12250.0   5.383690     0.0  371.0
 512.0   3750.0  12250.0   9.711907     0.0  371.0
 513.0   4250.0  12250.0  24.042737     0.0  371.0
 515.0   5250.0  12250.0  46.409963     0.0  371.0
 532.0   3250.0  12750.0   8.916890     0.0  371.0
 533.0   3750.0  12750.0  15.481307     0.0  371.0
 534.0   4250.0  12750.0  34.034676     0.0  371.0
 535.0   4750.0  12750.0  45.686025     0.0  371.0
 536.0   5250.0  12750.0  46.297972     0.0  371.0
pipes 233
id_up id_down type  design flow basin    LinkType
   16      38    1     0.000320     1  Collection
   17      38    1     0.001896     1  Collection
   36      58    1     0.000426     1  Collection
   37      58    1     0.006630     1  Collection
   38      58    2     0.029447     1  Collection
   39      38    1     0.000310     1  Collection
   57      58    1     0.001476     1  Collection
   59      58    2     0.024071     1  Collection
   60      38    1     0.002687     1  Collection
   78      58    2     0.258648     1  Collection
   79      58    2     0.011903     1  Collection
   80      58    1     0.004016     1  Collection
   81      59    1     0.017985     1  Collection
   82     102    1     0.000011     1  Collection
   99      78    2     0.252520     1  Collection
  100      78    1     0.003398     1  Collection
  101      79    1     0.008496     1  Collection
  102     122    2     0.019847     1  Collection
  103     102    1     0.000391     1  Collection
  119      99    1     0.000778     1  Collection
  120      99    2     0.097148     1  Collection
  121      99    2     0.138834     1  Collection
  122     121    2     0.095958     1  Collection
  123     122    2     0.026872     1  Collection
  124     102    2     0.009288     1  Collection
  125     124    2     0.001675     1  Collection
  140     160    1     0.031979     2  Collection
  141     161    1     0.017700     2  Collection
  142     120    1     0.063867     1  Collection
  143     121    2     0.005310     1  Collection
  144     122    2     0.004124     1  Collection
  145     123    2     0.003607     1  Collection
  146     124    1     0.004414     1  Collection
  147     125    1     0.000089     1  Collection
  160     159    2     0.392439     2  Collection
  161     160    2     0.280271     2  Collection
  162     161    1     0.024363     2  Collection
  163     183    1     0.080026     2  Collection
  164     184    1     0.021871     2  Collection
  165     143    1     0.000497     1  Collection
  166     144    1     0.000559     1  Collection
  167     145    1     0.000387     1  Collection
  179     159    2     0.017411     2  Collection
  180     159    2     0.004418     2  Collection
  181     159    1     0.002377     2  Collection
  182     160    2     0.078184     2  Collection
  183     161    2     0.234168     2  Collection
  184     183    2     0.091327     2  Collection
  199     198    2     0.019744     3  Collection
  200     179    2     0.006982     2  Collection
  201     179    1     0.009870     2  Collection
  202     180    2     0.001790     2  Collection
  204     182    2     0.077971     2  Collection
  205     183    1     0.001657     2  Collection
  217     218    1     0.003837     3  Collection
  218     198    2     0.069965     3  Collection
  219     198    2     0.011169     3  Collection
  220     198    2     0.053233     3  Collection
  221     199    2     0.009983     3  Collection
  222     200    1     0.000507     2  Collection
  224     202    1     0.000719     2  Collection
  225     245    2     0.096202     6  Collection
  226     204    1     0.000449     2  Collection
  236     235    2     0.080433     5  Collection
  237     236    2     0.026839     5  Collection
  238     218    1     0.003149     3  Collection
  239     218    1     0.015107     3  Collection
  240     218    2     0.044713     3  Collection
  241     219    1     0.006828     3  Collection
  242     220    1     0.034343     3  Collection
  243     221    1     0.002511     3  Collection
  244     265    1     0.005308     6  Collection
  245     265    2     0.235781     6  Collection
  246     245    1     0.072642     6  Collection
  247     225    1     0.000830     6  Collection
  253     274    1     0.002240     8  Collection
  254     274    1     0.006989     8  Collection
  255     235    2     0.034120     5  Collection
  256     235    1     0.038102     5  Collection
  257     235    1     0.078160     5  Collection
  258     236    2     0.051999     5  Collection
  259     237    1     0.025912     5  Collection
  260     240    1     0.003479     3  Collection
  261     240    1     0.018076     3  Collection
  262     240    1     0.010286     3  Collection
  263     283    1     0.019189     9  Collection
  264     265    1     0.049265     6  Collection
  266     265    1     0.120862     6  Collection
  268     289    1     0.003421    10  Collection
  274     295    2     0.045368     8  Collection
  275     295    1     0.035762     8  Collection
  276     296    1     0.019095     8  Collection
  277     255    1     0.024483     5  Collection
  278     258    1     0.040562     5  Collection
  279     301    1     0.038948    13  Collection
  280     302    1     0.073692    13  Collection
  281     302    1     0.047245    13  Collection
  282     304    1     0.034927     9  Collection
  283     304    2     0.058398     9  Collection
  284     304    1     0.103405     9  Collection
  285     305    1     0.092982     9  Collection
  286     306    1     0.044074    14  Collection
  287     309    1     0.010636    10  Collection
  288     310    1     0.003212    10  Collection
  289     310    2     0.004525    10  Collection
  296     295    2     0.073349     8  Collection
  297     318    1     0.068895    11  Collection
  298     318    1     0.063818    11  Collection
  299     320    1     0.076388    12  Collection
  300     320    1     0.046426    12  Collection
  301     323    2     0.122883    13  Collection
  302     323    2     0.213290    13  Collection
  303     323    1     0.113891    13  Collection
  305     304    2     0.232722     9  Collection
  306     327    2     0.082943    14  Collection
  307     327    1     0.015166    14  Collection
  308     328    1     0.003910    14  Collection
  309     310    2     0.013919    10  Collection
  319     318    1     0.050147    11  Collection
  321     343    1     0.061927    15  Collection
  322     323    1     0.250926    13  Collection
  324     323    2     0.514119    13  Collection
  325     304    1     0.214682     9  Collection
  326     304    1     0.242784     9  Collection
  328     327    2     0.636679    14  Collection
  329     328    2     0.091601    14  Collection
  345     323    2     0.361283    13  Collection
  346     324    1     0.244544    13  Collection
  347     327    1     0.313728    14  Collection
  348     327    2     0.496703    14  Collection
  349     327    2     0.896696    14  Collection
  350     328    2     0.378459    14  Collection
  351     329    2     0.066041    14  Collection
  352     351    1     0.012582    14  Collection
  353     374    1     0.001661    19  Collection
  364     343    1     0.170753    15  Collection
  365     343    2     0.188947    15  Collection
  366     344    2     0.082463    16  Collection
  367     345    1     0.081174    13  Collection
  368     348    1     0.251665    14  Collection
  369     349    2     0.628481    14  Collection
  370     350    1     0.280709    14  Collection
  372     350    1     0.000020    14  Collection
  373     351    1     0.003013    14  Collection
  374     395    2     0.002568    19  Collection
  380     401    1     0.004515    20  Collection
  381     401    1     0.023533    20  Collection
  382     402    1     0.016497    20  Collection
  383     404    1     0.018453    20  Collection
  384     385    1     0.028584    18  Collection
  386     385    1     0.000210    18  Collection
  387     365    1     0.001689    15  Collection
  388     366    1     0.005972    16  Collection
  389     369    1     0.233455    14  Collection
  390     369    2     0.198953    14  Collection
  391     371    1     0.156313    17  Collection
  392     371    1     0.099375    17  Collection
  393     371    1     0.096787    17  Collection
  394     395    1     0.032728    19  Collection
  401     423    2     0.030291    20  Collection
  402     423    2     0.068426    20  Collection
  403     423    1     0.046126    20  Collection
  404     424    2     0.062476    20  Collection
  405     385    1     0.033772    18  Collection
  406     385    2     0.218978    18  Collection
  407     385    1     0.007050    18  Collection
  408     428    1     0.003064    18  Collection
  409     429    1     0.022240    18  Collection
  410     430    2     0.004698    18  Collection
  411     390    1     0.006785    14  Collection
  412     390    1     0.026968    14  Collection
  413     434    1     0.005861    22  Collection
  424     423    2     0.131806    20  Collection
  425     445    1     0.000931    20  Collection
  426     404    1     0.016501    20  Collection
  427     406    2     0.051475    18  Collection
  428     406    2     0.146128    18  Collection
  429     428    2     0.119538    18  Collection
  430     429    2     0.009917    18  Collection
  431     430    2     0.001182    18  Collection
  432     410    1     0.002270    18  Collection
  433     455    1     0.054949    22  Collection
  434     455    2     0.011546    22  Collection
  443     423    1     0.005447    20  Collection
  444     423    1     0.001189    20  Collection
  445     423    2     0.005326    20  Collection
  446     445    1     0.002835    20  Collection
  447     427    1     0.008803    18  Collection
  448     427    2     0.006257    18  Collection
  449     427    1     0.003268    18  Collection
  450     428    1     0.002444    18  Collection
  451     429    2     0.080342    18  Collection
  452     430    1     0.001398    18  Collection
  453     431    1     0.000668    18  Collection
  454     455    1     0.010439    22  Collection
  463     442    1     0.001637    21  Collection
  464     442    1     0.000737    21  Collection
  467     445    1     0.001098    20  Collection
  470     448    1     0.000543    18  Collection
  471     491    1     0.000045    23  Collection
  473     451    2     0.079580    18  Collection
  491     511    2     0.036904    23  Collection
  494     473    1     0.054917    18  Collection
  512     511    2     0.018341    23  Collection
  513     491    2     0.035929    23  Collection
  515     535    1     0.015577    23  Collection
  532     511    1     0.000193    23  Collection
  533     511    1     0.000316    23  Collection
  534     512    1     0.006702    23  Collection
  535     513    2     0.015633    23  Collection
  536     535    1     0.000033    23  Collection
  327     371    2     9.538215     0       Trunk
  395     371    2     0.035419     0       Trunk
  455     371    2     0.079013     0       Trunk
  265     327    2     1.441172     0       Trunk
  304     327    2     5.407468     0       Trunk
  198     265    2     0.918076     0       Trunk
  267     265    2     0.032429     0       Trunk
  323     304    2     4.333737     0       Trunk
  159     198    2     0.763672     0       Trunk
  310     267    2     0.021737     0       Trunk
  344     323    2     2.449930     0       Trunk
   58     159    2     0.347027     0       Trunk
  343     344    2     2.052979     0       Trunk
  320     343    2     0.759524     0       Trunk
  385     343    2     0.651581     0       Trunk
  318     320    2     0.573962     0       Trunk
  423     385    2     0.351622     0       Trunk
  295     318    2     0.387564     0       Trunk
  442     423    2     0.002549     0       Trunk
  511     423    2     0.056740     0       Trunk
  233     295    2     0.232816     0       Trunk
  235     233    2     0.232816     0       Trunk
